epoch,acc,loss,val_acc,val_loss
0,0.174312949449736,2.6365015709424764,0.25373467112929793,2.176962048765542
1,0.3099392385272532,2.0131165618926787,0.3752508361469809,1.8009823391668773
2,0.417470316066146,1.689501046303742,0.4706800446196676,1.5371330483169725
3,0.5062155081307558,1.4480267764799133,0.548940914184885,1.3270117088305113
4,0.5802999052543413,1.255277928025356,0.6091415830812061,1.1602294711099155
5,0.6416188193454718,1.0990135813578095,0.6633221850878951,1.0238877252325698
6,0.6891688500115741,0.9717657008599834,0.7110367893242384,0.9114188091146241
7,0.7300295445510885,0.8669082603962819,0.7491638796252418,0.8195864936314033
8,0.7631417581871458,0.7797605837990963,0.7741360089451972,0.7437554282886926
9,0.7895088912724478,0.707219902993551,0.7988851728247959,0.678525839840688
10,0.8105245554445181,0.6464628801842093,0.8196209587779731,0.6253202193291025
11,0.8296449077329386,0.5946498520764109,0.8350055741625885,0.579630226860344
12,0.8485980266292422,0.5503711497227453,0.8468227425014959,0.5390957450388267
13,0.8605273426678861,0.5119163884593728,0.8579710145193332,0.5049559041940781
14,0.873292825710309,0.4784624091099255,0.8688963210968137,0.4749494810168161
15,0.8829366185406099,0.4488304656615085,0.8775919732707267,0.4476965654653849
16,0.8911867997333872,0.4226866876645739,0.886064660004283,0.4245323598982897
17,0.8976531579473345,0.39921871559982336,0.8911928651324882,0.4032937329748402
18,0.9050671721064292,0.3782049632901777,0.8981047937835472,0.38445003218741186
19,0.9107531077773138,0.3593002481849053,0.9030100334713956,0.36679399580992716
